Date,Power-1,solarRad_W/m2,temp_C,Hour,DayOfWeek,Day_Night,sin_hour,cos_hour,sin_dayofweek,Month,Power-2,Delta_Power,Power-3,Power-24
2019-01-02 01:00:00,108.261,0.8446666666666666,11.144166666666663,1,2,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,1,87.695,20.566000000000003,88.765,87.99
2019-01-02 02:00:00,105.474,1.22775,10.790833333333332,2,2,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,1,108.261,-2.786999999999992,87.695,94.752
2019-01-02 03:00:00,107.18,2.451,10.448333333333334,3,2,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,1,105.474,1.706000000000003,108.261,88.709
2019-01-02 04:00:00,107.636,2.940333333333333,10.280833333333334,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,1,107.18,0.45599999999998886,105.474,88.926
2019-01-02 05:00:00,105.547,3.1456666666666666,10.509166666666667,5,2,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,1,107.636,-2.0889999999999986,107.18,89.539
2019-01-02 06:00:00,104.585,3.1710833333333333,10.191666666666666,6,2,1,1.0,6.123233995736766e-17,0.9749279121818236,1,105.547,-0.9620000000000033,107.636,92.399
2019-01-02 07:00:00,108.683,5.010583333333333,9.485833333333334,7,2,1,0.9659258262890683,-0.25881904510252063,0.9749279121818236,1,104.585,4.098000000000013,105.547,99.188
2019-01-02 08:00:00,146.916,67.535,9.899166666666668,8,2,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,1,108.683,38.23299999999999,104.585,106.739
2019-01-02 09:00:00,191.87,218.03333333333333,10.32,9,2,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,1,146.916,44.95400000000001,108.683,105.838
2019-01-02 10:00:00,215.088,348.02500000000003,12.593333333333334,10,2,1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,1,191.87,23.21799999999999,146.916,110.078
2019-01-02 11:00:00,243.252,436.475,12.574166666666668,11,2,1,0.258819045102521,-0.9659258262890682,0.9749279121818236,1,215.088,28.164000000000016,191.87,107.257
2019-01-02 12:00:00,324.193,473.125,12.991666666666667,12,2,1,1.2246467991473532e-16,-1.0,0.9749279121818236,1,243.252,80.94099999999997,215.088,106.283
2019-01-02 13:00:00,267.701,457.0416666666667,15.013333333333334,13,2,1,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,1,324.193,-56.49199999999996,243.252,108.882
2019-01-02 14:00:00,280.792,386.5416666666667,14.228333333333332,14,2,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,1,267.701,13.090999999999951,324.193,107.916
2019-01-02 15:00:00,294.921,266.35,13.988333333333337,15,2,1,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,1,280.792,14.129000000000019,267.701,106.191
2019-01-02 16:00:00,282.85,115.09666666666668,13.293333333333337,16,2,1,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,1,294.921,-12.07099999999997,280.792,105.455
2019-01-02 17:00:00,263.802,10.766833333333333,12.085,17,2,1,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,1,282.85,-19.048000000000002,294.921,113.57
2019-01-02 18:00:00,251.11,4.1978333333333335,11.010833333333332,18,2,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,1,263.802,-12.692000000000007,282.85,103.995
2019-01-02 19:00:00,206.061,4.29725,10.745833333333332,19,2,1,-0.9659258262890684,0.2588190451025203,0.9749279121818236,1,251.11,-45.04900000000001,263.802,100.805
2019-01-02 20:00:00,168.257,3.925583333333333,10.4725,20,2,1,-0.8660254037844386,0.5000000000000001,0.9749279121818236,1,206.061,-37.804,251.11,99.72
2019-01-02 21:00:00,144.747,2.8898333333333337,10.11,21,2,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,1,168.257,-23.50999999999999,206.061,93.79
2019-01-02 22:00:00,121.291,3.9628333333333337,10.15,22,2,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,1,144.747,-23.456000000000017,168.257,88.765
2019-01-02 23:00:00,108.311,3.355833333333333,9.993333333333334,23,2,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,1,121.291,-12.97999999999999,144.747,87.695
2019-01-03 00:00:00,107.698,4.073833333333334,9.7075,0,3,0,0.0,1.0,0.43388373911755823,1,108.311,-0.6130000000000138,121.291,108.261
2019-01-03 01:00:00,120.159,3.33825,9.424166666666666,1,3,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,1,107.698,12.461000000000013,108.311,105.474
2019-01-03 02:00:00,113.308,3.315,8.835833333333333,2,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,1,120.159,-6.850999999999999,107.698,107.18
2019-01-03 03:00:00,108.948,1.9390833333333333,8.150833333333333,3,3,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,1,113.308,-4.360000000000014,120.159,107.636
2019-01-03 04:00:00,109.082,3.77675,6.75425,4,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,1,108.948,0.13400000000000034,113.308,105.547
2019-01-03 05:00:00,107.953,3.576083333333333,5.8405,5,3,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,1,109.082,-1.1289999999999907,108.948,104.585
2019-01-03 06:00:00,107.183,2.6340833333333333,5.389500000000001,6,3,1,1.0,6.123233995736766e-17,0.43388373911755823,1,107.953,-0.769999999999996,109.082,108.683
2019-01-03 07:00:00,112.666,3.404833333333333,4.258249999999999,7,3,1,0.9659258262890683,-0.25881904510252063,0.43388373911755823,1,107.183,5.48299999999999,107.953,146.916
2019-01-03 08:00:00,166.608,33.023583333333335,3.686916666666667,8,3,1,0.8660254037844387,-0.4999999999999998,0.43388373911755823,1,112.666,53.94200000000001,107.183,191.87
2019-01-03 09:00:00,219.917,124.2625,3.5866666666666664,9,3,1,0.7071067811865476,-0.7071067811865475,0.43388373911755823,1,166.608,53.309,112.666,215.088
2019-01-03 10:00:00,253.489,248.84166666666667,3.7025,10,3,1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,1,219.917,33.572,166.608,243.252
2019-01-03 11:00:00,268.065,436.4,5.44275,11,3,1,0.258819045102521,-0.9659258262890682,0.43388373911755823,1,253.489,14.575999999999993,219.917,324.193
2019-01-03 12:00:00,398.686,473.5916666666667,7.808499999999999,12,3,1,1.2246467991473532e-16,-1.0,0.43388373911755823,1,268.065,130.62099999999998,253.489,267.701
2019-01-03 13:00:00,312.761,457.1166666666666,8.758333333333333,13,3,1,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,1,398.686,-85.92499999999995,268.065,280.792
2019-01-03 14:00:00,306.111,381.6166666666666,8.355833333333333,14,3,1,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,1,312.761,-6.650000000000034,398.686,294.921
2019-01-03 15:00:00,303.649,258.43333333333334,8.859166666666667,15,3,1,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,1,306.111,-2.461999999999989,312.761,282.85
2019-01-03 16:00:00,289.562,112.475,8.2825,16,3,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,1,303.649,-14.086999999999989,306.111,263.802
