Date,Power_kW
2019-02-05 05:00:00,104.685
2019-02-05 06:00:00,123.474
2019-02-05 07:00:00,151.687
2019-02-05 08:00:00,185.435
2019-02-05 09:00:00,238.832
2019-02-05 10:00:00,379.451
2019-02-05 11:00:00,335.841
2019-02-05 12:00:00,339.626
2019-02-05 13:00:00,341.425
2019-02-05 14:00:00,372.435
2019-02-05 15:00:00,385.38
2019-02-05 16:00:00,410.125
2019-02-05 17:00:00,357.057
2019-02-05 18:00:00,329.771
2019-02-05 19:00:00,208.468
2019-02-05 20:00:00,161.326
2019-02-05 21:00:00,138.011
2019-02-05 22:00:00,109.796
2019-02-05 23:00:00,104.613
2019-02-06 00:00:00,0.0
2019-02-06 01:00:00,0.0
2019-02-06 02:00:00,0.0
2019-02-06 03:00:00,0.0
2019-02-06 04:00:00,0.0
2019-02-06 05:00:00,0.0
2019-02-06 06:00:00,0.0
2019-02-06 07:00:00,0.0
2019-02-06 08:00:00,0.0
2019-02-06 09:00:00,0.0
2019-02-06 10:00:00,0.0
2019-02-06 11:00:00,0.0
2019-02-06 12:00:00,0.0
2019-02-06 13:00:00,0.0
2019-02-06 14:00:00,0.0
2019-02-06 15:00:00,0.0
2019-02-06 16:00:00,0.0
2019-02-06 17:00:00,0.0
2019-02-06 18:00:00,0.0
2019-02-06 19:00:00,0.0
2019-02-06 20:00:00,114.969
2019-02-06 21:00:00,111.953
2019-02-06 22:00:00,112.096
2019-02-06 23:00:00,109.683
2019-02-07 00:00:00,114.132
2019-02-07 01:00:00,109.446
2019-02-07 02:00:00,109.216
2019-02-07 03:00:00,107.518
2019-02-07 04:00:00,110.086
2019-02-07 05:00:00,107.667
2019-02-07 06:00:00,119.138
2019-02-07 07:00:00,292.154
2019-02-07 08:00:00,352.053
2019-02-07 09:00:00,378.032
2019-02-07 10:00:00,429.905
2019-02-07 11:00:00,403.926
2019-02-07 12:00:00,425.607
2019-02-07 13:00:00,400.629
2019-02-07 14:00:00,403.98
2019-02-07 15:00:00,376.408
2019-02-07 16:00:00,394.45
2019-02-07 17:00:00,382.739
2019-02-07 18:00:00,355.398
2019-02-07 19:00:00,191.782
2019-02-07 20:00:00,146.062
2019-02-07 21:00:00,111.588
2019-02-07 22:00:00,109.001
2019-02-07 23:00:00,107.629
2019-02-08 00:00:00,106.643
2019-02-08 01:00:00,106.502
2019-02-08 02:00:00,102.174
2019-02-08 03:00:00,99.678
2019-02-08 04:00:00,105.29
2019-02-08 05:00:00,105.812
2019-02-08 06:00:00,106.831
2019-02-08 07:00:00,355.431
2019-02-08 08:00:00,259.547
2019-02-08 09:00:00,276.84
2019-02-08 10:00:00,307.748
2019-02-08 11:00:00,316.591
2019-02-08 12:00:00,333.987
2019-02-08 13:00:00,345.502
2019-02-08 14:00:00,371.251
2019-02-08 15:00:00,350.44
2019-02-08 16:00:00,343.969
2019-02-08 17:00:00,309.592
2019-02-08 18:00:00,274.248
2019-02-08 19:00:00,134.83
2019-02-08 20:00:00,104.811
2019-02-08 21:00:00,88.286
2019-02-08 22:00:00,88.887
2019-02-08 23:00:00,88.228
2019-02-09 00:00:00,95.718
2019-02-09 01:00:00,96.635
2019-02-09 02:00:00,94.411
2019-02-09 03:00:00,95.339
2019-02-09 04:00:00,96.006
2019-02-09 05:00:00,94.875
2019-02-09 06:00:00,103.611
2019-02-09 07:00:00,388.777
2019-02-09 08:00:00,330.878
2019-02-09 09:00:00,364.24
2019-02-09 10:00:00,396.478
2019-02-09 11:00:00,482.023
2019-02-09 12:00:00,487.244
2019-02-09 13:00:00,483.104
2019-02-09 14:00:00,488.16
2019-02-09 15:00:00,504.957
2019-02-09 16:00:00,486.699
2019-02-09 17:00:00,485.71
2019-02-09 18:00:00,451.337
2019-02-09 19:00:00,186.419
2019-02-09 20:00:00,131.441
2019-02-09 21:00:00,106.482
2019-02-09 22:00:00,110.35
2019-02-09 23:00:00,107.096
2019-02-10 00:00:00,109.035
2019-02-10 01:00:00,105.72
2019-02-10 02:00:00,110.304
2019-02-10 03:00:00,104.366
2019-02-10 04:00:00,107.77
2019-02-10 05:00:00,114.713
2019-02-10 06:00:00,122.74
2019-02-10 07:00:00,401.273
2019-02-10 08:00:00,334.47
2019-02-10 09:00:00,381.877
2019-02-10 10:00:00,426.175
2019-02-10 11:00:00,432.891
2019-02-10 12:00:00,451.103
2019-02-10 13:00:00,463.473
2019-02-10 14:00:00,476.269
2019-02-10 15:00:00,493.239
2019-02-10 16:00:00,480.995
2019-02-10 17:00:00,457.892
2019-02-10 18:00:00,413.575
2019-02-10 19:00:00,231.165
2019-02-10 20:00:00,142.619
2019-02-10 21:00:00,119.612
2019-02-10 22:00:00,114.747
2019-02-10 23:00:00,115.989
2019-02-11 00:00:00,105.452
2019-02-11 01:00:00,101.065
2019-02-11 02:00:00,102.668
2019-02-11 03:00:00,106.521
2019-02-11 04:00:00,104.633
2019-02-11 05:00:00,106.242
2019-02-11 06:00:00,115.174
2019-02-11 07:00:00,116.721
2019-02-11 08:00:00,121.849
2019-02-11 09:00:00,136.111
2019-02-11 10:00:00,148.734
2019-02-11 11:00:00,138.011
2019-02-11 12:00:00,140.589
2019-02-11 13:00:00,127.986
2019-02-11 14:00:00,121.755
2019-02-11 15:00:00,122.651
2019-02-11 16:00:00,118.089
2019-02-11 17:00:00,125.692
2019-02-11 18:00:00,121.296
2019-02-11 19:00:00,118.314
2019-02-11 20:00:00,109.509
2019-02-11 21:00:00,107.107
2019-02-11 22:00:00,109.394
2019-02-11 23:00:00,107.839
2019-02-12 00:00:00,97.678
2019-02-12 01:00:00,99.072
2019-02-12 02:00:00,101.456
2019-02-12 03:00:00,98.884
2019-02-12 04:00:00,99.08
2019-02-12 05:00:00,103.551
2019-02-12 06:00:00,136.917
2019-02-12 07:00:00,173.805
2019-02-12 08:00:00,214.321
2019-02-12 09:00:00,359.979
2019-02-12 10:00:00,313.389
2019-02-12 11:00:00,320.299
2019-02-12 12:00:00,336.335
2019-02-12 13:00:00,321.505
2019-02-12 14:00:00,333.342
2019-02-12 15:00:00,324.855
2019-02-12 16:00:00,297.614
2019-02-12 17:00:00,262.575
2019-02-12 18:00:00,232.837
2019-02-12 19:00:00,169.674
2019-02-12 20:00:00,138.979
2019-02-12 21:00:00,117.318
2019-02-12 22:00:00,115.42
2019-02-12 23:00:00,111.631
2019-02-13 00:00:00,111.006
2019-02-13 01:00:00,108.215
2019-02-13 02:00:00,108.265
2019-02-13 03:00:00,110.914
2019-02-13 04:00:00,107.119
2019-02-13 05:00:00,108.069
2019-02-13 06:00:00,113.858
2019-02-13 07:00:00,160.452
2019-02-13 08:00:00,205.505
2019-02-13 09:00:00,244.011
2019-02-13 10:00:00,249.121
2019-02-13 11:00:00,336.624
2019-02-13 12:00:00,292.503
2019-02-13 13:00:00,281.482
2019-02-13 14:00:00,289.317
2019-02-13 15:00:00,279.266
2019-02-13 16:00:00,251.704
2019-02-13 17:00:00,243.072
2019-02-13 18:00:00,212.029
2019-02-13 19:00:00,167.942
2019-02-13 20:00:00,144.149
2019-02-13 21:00:00,119.148
2019-02-13 22:00:00,113.693
2019-02-13 23:00:00,109.576
2019-02-14 00:00:00,109.239
2019-02-14 01:00:00,106.643
2019-02-14 02:00:00,107.682
2019-02-14 03:00:00,108.729
2019-02-14 04:00:00,107.579
2019-02-14 05:00:00,110.481
2019-02-14 06:00:00,109.392
2019-02-14 07:00:00,159.689
2019-02-14 08:00:00,207.828
2019-02-14 09:00:00,230.939
2019-02-14 10:00:00,260.494
2019-02-14 11:00:00,341.278
2019-02-14 12:00:00,274.221
2019-02-14 13:00:00,279.979
2019-02-14 14:00:00,296.148
2019-02-14 15:00:00,279.224
2019-02-14 16:00:00,251.616
2019-02-14 17:00:00,233.419
2019-02-14 18:00:00,208.081
2019-02-14 19:00:00,161.012
2019-02-14 20:00:00,132.216
2019-02-14 21:00:00,118.937
2019-02-14 22:00:00,107.943
2019-02-14 23:00:00,107.13
2019-02-15 00:00:00,111.512
2019-02-15 01:00:00,108.273
2019-02-15 02:00:00,110.707
2019-02-15 03:00:00,109.162
2019-02-15 04:00:00,106.858
2019-02-15 05:00:00,109.127
2019-02-15 06:00:00,114.291
2019-02-15 07:00:00,151.053
2019-02-15 08:00:00,199.05
2019-02-15 09:00:00,233.592
2019-02-15 10:00:00,247.457
2019-02-15 11:00:00,335.279
2019-02-15 12:00:00,272.171
2019-02-15 13:00:00,281.52
2019-02-15 14:00:00,280.834
2019-02-15 15:00:00,268.728
2019-02-15 16:00:00,254.852
2019-02-15 17:00:00,236.915
2019-02-15 18:00:00,209.645
2019-02-15 19:00:00,156.281
2019-02-15 20:00:00,138.207
2019-02-15 21:00:00,114.245
2019-02-15 22:00:00,103.811
2019-02-15 23:00:00,103.42
2019-02-16 00:00:00,107.149
2019-02-16 01:00:00,102.327
2019-02-16 02:00:00,102.239
2019-02-16 03:00:00,106.333
2019-02-16 04:00:00,100.407
2019-02-16 05:00:00,100.698
2019-02-16 06:00:00,101.775
2019-02-16 07:00:00,120.125
2019-02-16 08:00:00,122.95
2019-02-16 09:00:00,125.519
2019-02-16 10:00:00,129.785
2019-02-16 11:00:00,126.186
2019-02-16 12:00:00,126.565
2019-02-16 13:00:00,126.132
2019-02-16 14:00:00,123.169
2019-02-16 15:00:00,130.617
2019-02-16 16:00:00,135.704
2019-02-16 17:00:00,133.561
2019-02-16 18:00:00,129.958
2019-02-16 19:00:00,127.83
2019-02-16 20:00:00,127.228
2019-02-16 21:00:00,105.562
2019-02-16 22:00:00,102.971
2019-02-16 23:00:00,106.571
2019-02-17 00:00:00,103.431
2019-02-17 01:00:00,101.434
2019-02-17 02:00:00,103.109
2019-02-17 03:00:00,100.694
2019-02-17 04:00:00,99.828
2019-02-17 05:00:00,99.272
2019-02-17 06:00:00,104.071
2019-02-17 07:00:00,101.15
2019-02-17 08:00:00,100.161
2019-02-17 09:00:00,108.008
2019-02-17 10:00:00,103.55
2019-02-17 11:00:00,104.294
2019-02-17 12:00:00,104.784
2019-02-17 13:00:00,109.561
2019-02-17 14:00:00,104.133
2019-02-17 15:00:00,108.349
2019-02-17 16:00:00,112.681
2019-02-17 17:00:00,112.29
2019-02-17 18:00:00,111.531
2019-02-17 19:00:00,112.282
2019-02-17 20:00:00,104.777
2019-02-17 21:00:00,104.987
2019-02-17 22:00:00,108.043
2019-02-17 23:00:00,104.52
2019-02-18 00:00:00,103.044
2019-02-18 01:00:00,101.269
2019-02-18 02:00:00,103.128
2019-02-18 03:00:00,101.008
2019-02-18 04:00:00,100.023
2019-02-18 05:00:00,101.189
2019-02-18 06:00:00,109.242
2019-02-18 07:00:00,151.516
2019-02-18 08:00:00,192.893
2019-02-18 09:00:00,235.555
2019-02-18 10:00:00,271.799
2019-02-18 11:00:00,378.553
2019-02-18 12:00:00,313.659
2019-02-18 13:00:00,321.31
2019-02-18 14:00:00,324.526
2019-02-18 15:00:00,320.356
2019-02-18 16:00:00,289.283
2019-02-18 17:00:00,274.662
2019-02-18 18:00:00,235.98
2019-02-18 19:00:00,187.324
2019-02-18 20:00:00,143.221
2019-02-18 21:00:00,127.021
2019-02-18 22:00:00,126.466
2019-02-18 23:00:00,121.823
2019-02-19 00:00:00,117.269
2019-02-19 01:00:00,114.264
2019-02-19 02:00:00,115.832
2019-02-19 03:00:00,111.401
2019-02-19 04:00:00,112.715
2019-02-19 05:00:00,111.496
2019-02-19 06:00:00,115.41
2019-02-19 07:00:00,168.835
2019-02-19 08:00:00,209.856
2019-02-19 09:00:00,241.96
2019-02-19 10:00:00,287.972
2019-02-19 11:00:00,331.633
2019-02-19 12:00:00,304.455
2019-02-19 13:00:00,273.896
2019-02-19 14:00:00,301.653
2019-02-19 15:00:00,272.531
2019-02-19 16:00:00,262.074
2019-02-19 17:00:00,253.015
2019-02-19 18:00:00,228.455
2019-02-19 19:00:00,182.816
2019-02-19 20:00:00,143.459
2019-02-19 21:00:00,122.31
2019-02-19 22:00:00,118.316
2019-02-19 23:00:00,120.52
2019-02-20 00:00:00,107.717
2019-02-20 01:00:00,111.592
2019-02-20 02:00:00,110.584
2019-02-20 03:00:00,111.071
2019-02-20 04:00:00,108.119
2019-02-20 05:00:00,106.318
2019-02-20 06:00:00,113.118
2019-02-20 07:00:00,163.177
2019-02-20 08:00:00,215.583
2019-02-20 09:00:00,240.124
2019-02-20 10:00:00,271.028
2019-02-20 11:00:00,350.16
2019-02-20 12:00:00,322.288
2019-02-20 13:00:00,286.622
2019-02-20 14:00:00,305.168
2019-02-20 15:00:00,289.877
2019-02-20 16:00:00,270.695
2019-02-20 17:00:00,255.015
2019-02-20 18:00:00,240.12
2019-02-20 19:00:00,189.294
2019-02-20 20:00:00,157.247
2019-02-20 21:00:00,124.495
2019-02-20 22:00:00,116.637
2019-02-20 23:00:00,117.871
2019-02-21 00:00:00,113.712
2019-02-21 01:00:00,115.981
2019-02-21 02:00:00,112.064
2019-02-21 03:00:00,114.011
2019-02-21 04:00:00,111.473
2019-02-21 05:00:00,113.129
2019-02-21 06:00:00,113.896
2019-02-21 07:00:00,165.217
2019-02-21 08:00:00,214.889
2019-02-21 09:00:00,251.003
2019-02-21 10:00:00,278.511
2019-02-21 11:00:00,374.823
2019-02-21 12:00:00,316.193
2019-02-21 13:00:00,314.694
2019-02-21 14:00:00,301.764
2019-02-21 15:00:00,297.609
2019-02-21 16:00:00,263.4
2019-02-21 17:00:00,261.568
2019-02-21 18:00:00,228.605
2019-02-21 19:00:00,187.059
2019-02-21 20:00:00,141.358
2019-02-21 21:00:00,121.275
2019-02-21 22:00:00,124.223
2019-02-21 23:00:00,118.818
2019-02-22 00:00:00,117.829
2019-02-22 01:00:00,113.731
2019-02-22 02:00:00,112.907
2019-02-22 03:00:00,109.626
2019-02-22 04:00:00,107.548
2019-02-22 05:00:00,110.047
2019-02-22 06:00:00,115.667
2019-02-22 07:00:00,164.899
2019-02-22 08:00:00,221.118
2019-02-22 09:00:00,246.74
2019-02-22 10:00:00,267.252
2019-02-22 11:00:00,368.705
2019-02-22 12:00:00,303.198
2019-02-22 13:00:00,295.987
2019-02-22 14:00:00,303.052
2019-02-22 15:00:00,282.567
2019-02-22 16:00:00,252.759
2019-02-22 17:00:00,249.956
2019-02-22 18:00:00,221.858
2019-02-22 19:00:00,188.405
2019-02-22 20:00:00,143.957
2019-02-22 21:00:00,123.978
2019-02-22 22:00:00,117.465
2019-02-22 23:00:00,114.724
2019-02-23 00:00:00,116.495
2019-02-23 01:00:00,112.102
2019-02-23 02:00:00,106.505
2019-02-23 03:00:00,106.812
2019-02-23 04:00:00,108.499
2019-02-23 05:00:00,106.804
2019-02-23 06:00:00,108.38
2019-02-23 07:00:00,121.712
2019-02-23 08:00:00,130.034
2019-02-23 09:00:00,136.164
2019-02-23 10:00:00,133.553
2019-02-23 11:00:00,132.557
2019-02-23 12:00:00,131.296
2019-02-23 13:00:00,131.786
2019-02-23 14:00:00,129.371
2019-02-23 15:00:00,137.107
2019-02-23 16:00:00,130.506
2019-02-23 17:00:00,130.092
2019-02-23 18:00:00,133.764
2019-02-23 19:00:00,125.216
2019-02-23 20:00:00,116.633
2019-02-23 21:00:00,108.683
2019-02-23 22:00:00,104.489
2019-02-23 23:00:00,104.608
2019-02-24 00:00:00,104.888
2019-02-24 01:00:00,100.744
2019-02-24 02:00:00,100.506
2019-02-24 03:00:00,102.059
2019-02-24 04:00:00,100.035
2019-02-24 05:00:00,98.797
2019-02-24 06:00:00,101.265
2019-02-24 07:00:00,97.466
2019-02-24 08:00:00,99.222
2019-02-24 09:00:00,99.398
2019-02-24 10:00:00,104.918
2019-02-24 11:00:00,102.722
2019-02-24 12:00:00,105.697
2019-02-24 13:00:00,109.304
2019-02-24 14:00:00,107.924
2019-02-24 15:00:00,106.13
2019-02-24 16:00:00,108.085
2019-02-24 17:00:00,105.198
2019-02-24 18:00:00,109.921
2019-02-24 19:00:00,113.605
2019-02-24 20:00:00,106.126
2019-02-24 21:00:00,103.427
2019-02-24 22:00:00,106.919
2019-02-24 23:00:00,103.029
2019-02-25 00:00:00,104.209
2019-02-25 01:00:00,105.838
2019-02-25 02:00:00,96.819
2019-02-25 03:00:00,99.697
2019-02-25 04:00:00,103.975
2019-02-25 05:00:00,95.83
2019-02-25 06:00:00,105.984
2019-02-25 07:00:00,160.586
2019-02-25 08:00:00,204.991
2019-02-25 09:00:00,230.257
2019-02-25 10:00:00,262.649
2019-02-25 11:00:00,390.383
2019-02-25 12:00:00,306.429
2019-02-25 13:00:00,312.85
2019-02-25 14:00:00,305.812
2019-02-25 15:00:00,288.163
2019-02-25 16:00:00,272.236
2019-02-25 17:00:00,263.622
2019-02-25 18:00:00,232.496
2019-02-25 19:00:00,185.192
2019-02-25 20:00:00,153.977
2019-02-25 21:00:00,121.015
2019-02-25 22:00:00,117.979
2019-02-25 23:00:00,116.296
2019-02-26 00:00:00,116.955
2019-02-26 01:00:00,111.079
2019-02-26 02:00:00,111.991
2019-02-26 03:00:00,113.808
2019-02-26 04:00:00,110.005
2019-02-26 05:00:00,110.676
2019-02-26 06:00:00,118.991
2019-02-26 07:00:00,163.499
2019-02-26 08:00:00,216.369
2019-02-26 09:00:00,255.703
2019-02-26 10:00:00,271.534
2019-02-26 11:00:00,391.042
2019-02-26 12:00:00,304.171
2019-02-26 13:00:00,316.863
2019-02-26 14:00:00,315.234
2019-02-26 15:00:00,294.212
2019-02-26 16:00:00,279.389
2019-02-26 17:00:00,269.867
2019-02-26 18:00:00,229.996
2019-02-26 19:00:00,187.216
2019-02-26 20:00:00,147.675
2019-02-26 21:00:00,129.038
2019-02-26 22:00:00,118.155
2019-02-26 23:00:00,124.235
2019-02-27 00:00:00,115.889
2019-02-27 01:00:00,117.998
2019-02-27 02:00:00,114.594
2019-02-27 03:00:00,114.824
2019-02-27 04:00:00,113.371
2019-02-27 05:00:00,115.253
2019-02-27 06:00:00,112.623
2019-02-27 07:00:00,177.449
2019-02-27 08:00:00,216.729
2019-02-27 09:00:00,245.272
2019-02-27 10:00:00,272.65
2019-02-27 11:00:00,385.189
2019-02-27 12:00:00,328.448
2019-02-27 13:00:00,305.266
2019-02-27 14:00:00,314.983
2019-02-27 15:00:00,286.718
2019-02-27 16:00:00,276.112
2019-02-27 17:00:00,256.091
2019-02-27 18:00:00,243.421
2019-02-27 19:00:00,192.65
2019-02-27 20:00:00,159.513
2019-02-27 21:00:00,131.843
2019-02-27 22:00:00,125.707
2019-02-27 23:00:00,123.09
2019-02-28 00:00:00,116.716
2019-02-28 01:00:00,110.457
2019-02-28 02:00:00,112.239
2019-02-28 03:00:00,112.853
2019-02-28 04:00:00,110.565
2019-02-28 05:00:00,114.139
2019-02-28 06:00:00,115.744
2019-02-28 07:00:00,169.27
2019-02-28 08:00:00,227.892
2019-02-28 09:00:00,250.761
2019-02-28 10:00:00,284.962
2019-02-28 11:00:00,386.373
2019-02-28 12:00:00,316.721
2019-02-28 13:00:00,309.205
2019-02-28 14:00:00,321.383
2019-02-28 15:00:00,295.625
2019-02-28 16:00:00,279.366
2019-02-28 17:00:00,265.24
2019-02-28 18:00:00,237.044
2019-02-28 19:00:00,195.696
2019-02-28 20:00:00,146.574
2019-02-28 21:00:00,123.84
2019-02-28 22:00:00,121.07
2019-02-28 23:00:00,118.885
2019-03-01 00:00:00,106.003
2019-03-01 01:00:00,97.861
2019-03-01 02:00:00,97.075
2019-03-01 03:00:00,98.325
2019-03-01 04:00:00,96.454
2019-03-01 05:00:00,96.792
2019-03-01 06:00:00,108.342
2019-03-01 07:00:00,145.805
2019-03-01 08:00:00,188.776
2019-03-01 09:00:00,240.561
2019-03-01 10:00:00,280.627
2019-03-01 11:00:00,281.742
2019-03-01 12:00:00,272.711
2019-03-01 13:00:00,246.169
2019-03-01 14:00:00,252.594
2019-03-01 15:00:00,256.266
2019-03-01 16:00:00,261.936
2019-03-01 17:00:00,239.005
2019-03-01 18:00:00,203.358
2019-03-01 19:00:00,170.189
2019-03-01 20:00:00,138.111
2019-03-01 21:00:00,112.34
2019-03-01 22:00:00,100.985
2019-03-01 23:00:00,107.59
2019-03-02 00:00:00,107.111
2019-03-02 01:00:00,103.117
2019-03-02 02:00:00,102.316
2019-03-02 03:00:00,104.021
2019-03-02 04:00:00,101.353
2019-03-02 05:00:00,100.165
2019-03-02 06:00:00,104.282
2019-03-02 07:00:00,99.245
2019-03-02 08:00:00,99.042
2019-03-02 09:00:00,104.052
2019-03-02 10:00:00,99.97
2019-03-02 11:00:00,101.802
2019-03-02 12:00:00,100.042
2019-03-02 13:00:00,100.575
2019-03-02 14:00:00,107.675
2019-03-02 15:00:00,102.822
2019-03-02 16:00:00,106.735
2019-03-02 17:00:00,108.135
2019-03-02 18:00:00,109.242
2019-03-02 19:00:00,117.649
2019-03-02 20:00:00,108.077
2019-03-02 21:00:00,110.231
2019-03-02 22:00:00,107.253
2019-03-02 23:00:00,106.919
2019-03-03 00:00:00,103.601
2019-03-03 01:00:00,101.676
2019-03-03 02:00:00,101.229
2019-03-03 03:00:00,102.534
2019-03-03 04:00:00,103.287
2019-03-03 05:00:00,103.251
2019-03-03 06:00:00,101.288
2019-03-03 07:00:00,103.784
2019-03-03 08:00:00,101.48
2019-03-03 09:00:00,101.292
2019-03-03 10:00:00,105.245
2019-03-03 11:00:00,103.65
2019-03-03 12:00:00,104.037
2019-03-03 13:00:00,105.448
2019-03-03 14:00:00,105.935
2019-03-03 15:00:00,108.223
2019-03-03 16:00:00,106.602
2019-03-03 17:00:00,106.776
2019-03-03 18:00:00,105.677
2019-03-03 19:00:00,103.296
2019-03-03 20:00:00,104.834
2019-03-03 21:00:00,101.227
2019-03-03 22:00:00,100.187
2019-03-03 23:00:00,105.129
2019-03-04 00:00:00,111.934
2019-03-04 01:00:00,108.623
2019-03-04 02:00:00,108.495
2019-03-04 03:00:00,111.138
2019-03-04 04:00:00,107.235
2019-03-04 05:00:00,110.174
2019-03-04 06:00:00,118.148
2019-03-04 07:00:00,155.733
2019-03-04 08:00:00,209.912
2019-03-04 09:00:00,250.16
2019-03-04 10:00:00,384.954
2019-03-04 11:00:00,337.775
2019-03-04 12:00:00,335.344
2019-03-04 13:00:00,335.003
2019-03-04 14:00:00,336.304
2019-03-04 15:00:00,329.901
2019-03-04 16:00:00,325.833
2019-03-04 17:00:00,309.189
2019-03-04 18:00:00,277.55
2019-03-04 19:00:00,235.796
2019-03-04 20:00:00,175.881
2019-03-04 21:00:00,151.302
2019-03-04 22:00:00,112.885
2019-03-04 23:00:00,112.153
2019-03-05 00:00:00,107.569
2019-03-05 01:00:00,103.497
2019-03-05 02:00:00,102.769
2019-03-05 03:00:00,101.501
2019-03-05 04:00:00,104.077
2019-03-05 05:00:00,106.685
2019-03-05 06:00:00,113.024
2019-03-05 07:00:00,154.336
2019-03-05 08:00:00,191.985
2019-03-05 09:00:00,239.338
2019-03-05 10:00:00,398.292
2019-03-05 11:00:00,418.224
2019-03-05 12:00:00,375.79
2019-03-05 13:00:00,361.292
2019-03-05 14:00:00,405.839
2019-03-05 15:00:00,393.837
2019-03-05 16:00:00,398.105
2019-03-05 17:00:00,383.227
2019-03-05 18:00:00,324.864
2019-03-05 19:00:00,205.488
2019-03-05 20:00:00,145.843
2019-03-05 21:00:00,131.477
2019-03-05 22:00:00,110.152
2019-03-05 23:00:00,109.495
2019-03-06 00:00:00,110.829
2019-03-06 01:00:00,105.753
2019-03-06 02:00:00,108.368
2019-03-06 03:00:00,104.562
2019-03-06 04:00:00,109.448
2019-03-06 05:00:00,103.68
2019-03-06 06:00:00,119.667
2019-03-06 07:00:00,243.639
2019-03-06 08:00:00,311.133
2019-03-06 09:00:00,341.439
2019-03-06 10:00:00,564.604
2019-03-06 11:00:00,560.999
2019-03-06 12:00:00,561.813
2019-03-06 13:00:00,552.096
2019-03-06 14:00:00,559.871
2019-03-06 15:00:00,569.867
2019-03-06 16:00:00,557.506
2019-03-06 17:00:00,547.803
2019-03-06 18:00:00,508.177
2019-03-06 19:00:00,237.678
2019-03-06 20:00:00,147.323
2019-03-06 21:00:00,128.026
2019-03-06 22:00:00,111.581
2019-03-06 23:00:00,110.274
2019-03-07 00:00:00,106.628
2019-03-07 01:00:00,103.439
2019-03-07 02:00:00,106.18
2019-03-07 03:00:00,102.224
2019-03-07 04:00:00,105.67
2019-03-07 05:00:00,105.175
2019-03-07 06:00:00,115.986
2019-03-07 07:00:00,372.152
2019-03-07 08:00:00,291.951
2019-03-07 09:00:00,383.276
2019-03-07 10:00:00,442.218
2019-03-07 11:00:00,428.95
2019-03-07 12:00:00,454.591
2019-03-07 13:00:00,434.919
2019-03-07 14:00:00,456.086
2019-03-07 15:00:00,468.456
2019-03-07 16:00:00,493.255
2019-03-07 17:00:00,455.12
2019-03-07 18:00:00,404.911
2019-03-07 19:00:00,214.947
2019-03-07 20:00:00,159.363
2019-03-07 21:00:00,114.276
2019-03-07 22:00:00,114.59
2019-03-07 23:00:00,106.533
2019-03-08 00:00:00,88.654
2019-03-08 01:00:00,87.814
2019-03-08 02:00:00,87.695
2019-03-08 03:00:00,88.278
2019-03-08 04:00:00,84.793
2019-03-08 05:00:00,85.269
2019-03-08 06:00:00,86.323
2019-03-08 07:00:00,103.872
2019-03-08 08:00:00,99.648
2019-03-08 09:00:00,100.775
2019-03-08 10:00:00,364.531
2019-03-08 11:00:00,181.965
2019-03-08 12:00:00,188.857
2019-03-08 13:00:00,167.39
2019-03-08 14:00:00,191.529
2019-03-08 15:00:00,165.14
2019-03-08 16:00:00,194.914
2019-03-08 17:00:00,162.024
2019-03-08 18:00:00,109.296
2019-03-08 19:00:00,103.454
2019-03-08 20:00:00,96.704
2019-03-08 21:00:00,84.839
2019-03-08 22:00:00,84.851
2019-03-08 23:00:00,86.649
2019-03-09 00:00:00,105.198
2019-03-09 01:00:00,106.85
2019-03-09 02:00:00,102.446
2019-03-09 03:00:00,109.442
2019-03-09 04:00:00,98.406
2019-03-09 05:00:00,106.352
2019-03-09 06:00:00,110.868
2019-03-09 07:00:00,405.866
2019-03-09 08:00:00,397.321
2019-03-09 09:00:00,455.791
2019-03-09 10:00:00,485.369
2019-03-09 11:00:00,501.806
2019-03-09 12:00:00,497.693
2019-03-09 13:00:00,500.641
2019-03-09 14:00:00,512.298
2019-03-09 15:00:00,496.21
2019-03-09 16:00:00,503.6
2019-03-09 17:00:00,478.178
2019-03-09 18:00:00,459.475
2019-03-09 19:00:00,178.342
2019-03-09 20:00:00,129.954
2019-03-09 21:00:00,108.572
2019-03-09 22:00:00,106.379
2019-03-09 23:00:00,109.469
2019-03-10 00:00:00,110.883
2019-03-10 01:00:00,111.841
2019-03-10 02:00:00,105.647
2019-03-10 03:00:00,100.878
2019-03-10 04:00:00,109.043
2019-03-10 05:00:00,107.736
2019-03-10 06:00:00,124.928
2019-03-10 07:00:00,376.368
2019-03-10 08:00:00,301.864
2019-03-10 09:00:00,375.421
2019-03-10 10:00:00,390.789
2019-03-10 11:00:00,414.173
2019-03-10 12:00:00,443.958
2019-03-10 13:00:00,477.097
2019-03-10 14:00:00,534.942
2019-03-10 15:00:00,541.336
2019-03-10 16:00:00,503.88
2019-03-10 17:00:00,479.826
2019-03-10 18:00:00,434.489
2019-03-10 19:00:00,231.181
2019-03-10 20:00:00,140.829
2019-03-10 21:00:00,115.357
2019-03-10 22:00:00,107.594
2019-03-10 23:00:00,113.103
2019-03-11 00:00:00,109.851
2019-03-11 01:00:00,104.112
2019-03-11 02:00:00,103.241
2019-03-11 03:00:00,106.933
2019-03-11 04:00:00,103.968
2019-03-11 05:00:00,104.543
2019-03-11 06:00:00,102.066
2019-03-11 07:00:00,104.746
2019-03-11 08:00:00,105.172
2019-03-11 09:00:00,102.788
2019-03-11 10:00:00,107.184
2019-03-11 11:00:00,104.764
